Country,Year,Predicted_Share
Haiti,2021,77.64856808974969
Haiti,2022,78.19242559201308
Haiti,2023,78.6142720807454
Haiti,2024,78.89966918488386
Haiti,2025,79.06839677900678
Haiti,2026,79.15447023082639
Haiti,2027,79.19088424716948
Haiti,2028,79.20212006123103
Haiti,2029,79.20302049938125
Haiti,2030,79.20099017508726
Honduras,2020,49.082055909891125
Honduras,2021,48.91474222457361
Honduras,2022,49.02555992897716
Honduras,2023,49.32237597376207
Honduras,2024,49.69736685635024
Honduras,2025,50.06172227447379
Honduras,2026,50.362362157284714
Honduras,2027,50.58126108246449
Honduras,2028,50.7246309241095
Honduras,2029,50.81004310009001
Honduras,2030,50.85665555131713
Hong Kong,2020,0.1403885526046035
Hong Kong,2021,0.1455444342098353
Hong Kong,2022,0.1502831178307213
Hong Kong,2023,0.15383756361304776
Hong Kong,2024,0.1561469911024246
Hong Kong,2025,0.15748192537570038
Hong Kong,2026,0.15817846185291776
Hong Kong,2027,0.1585094470466583
Hong Kong,2028,0.15865352660490145
Hong Kong,2029,0.15871121793565293
Hong Kong,2030,0.15873253066062382
Hungary,2020,12.259086711096247
Hungary,2021,11.684403944667693
Hungary,2022,11.227687004563817
Hungary,2023,10.888710423590233
Hungary,2024,10.654431360528738
Hungary,2025,10.50411378436863
Hungary,2026,10.414840366480648
Hungary,2027,10.365906507971934
Hungary,2028,10.34122941601471
Hungary,2029,10.329825234301293
Hungary,2030,10.325022148651783
Iceland,2020,80.32693423472466
Iceland,2021,79.17887412818656
Iceland,2022,77.66061646991126
Iceland,2023,76.07139309455486
Iceland,2024,74.64858824448501
Iceland,2025,73.52218738075096
Iceland,2026,72.71951226267315
Iceland,2027,72.19910216756415
Iceland,2028,71.8899545283264
Iceland,2029,71.72086324668766
Iceland,2030,71.63540645411433
India,2020,33.98329047493305
India,2021,34.90125451742509
India,2022,35.90303545064328
India,2023,36.85333738755499
India,2024,37.657361952346164
India,2025,38.27304964122476
India,2026,38.703708691625415
India,2027,38.980571758498776
India,2028,39.14486725175211
India,2029,39.23514165321521
India,2030,39.28117556898214
Indonesia,2020,30.892288445545187
Indonesia,2021,32.057536775327115
Indonesia,2022,33.15119939742523
Indonesia,2023,34.09679185122064
Indonesia,2024,34.853125302466836
Indonesia,2025,35.414007704690334
Indonesia,2026,35.80016750705518
Indonesia,2027,36.04723653553463
Indonesia,2028,36.1942511275697
Indonesia,2029,36.27566126308329
Indonesia,2030,36.31763929760531
Iran,2020,0.8824480124361269
Iran,2021,0.8871338792846198
Iran,2022,0.8907631641671641
Iran,2023,0.8896119161572557
Iran,2024,0.8837134076652499
Iran,2025,0.8751893333590739
Iran,2026,0.8664460655970698
Iran,2027,0.8591104098638963
Iran,2028,0.853799114321726
Iran,2029,0.8503901310557608
Iran,2030,0.8484199785516767
Iraq,2020,0.42525023632535097
Iraq,2021,0.4682533471892213
Iraq,2022,0.5489490337092445
Iraq,2023,0.643095533235311
Iraq,2024,0.7315507395592673
Iraq,2025,0.8034309002818103
Iraq,2026,0.8555242780707557
Iraq,2027,0.8897410058950216
Iraq,2028,0.9103039324504166
Iraq,2029,0.921677738751698
Iraq,2030,0.9274907489369743
Ireland,2020,7.656080395885288
Ireland,2021,7.135183133197598
Ireland,2022,6.6344627325301495
Ireland,2023,6.1977229509963205
Ireland,2024,5.84813386889068
Ireland,2025,5.589711978664442
Ireland,2026,5.412645350866341
Ireland,2027,5.299936649356461
Ireland,2028,5.2331927545431665
Ireland,2029,5.196387568528013
Ireland,2030,5.177475696375479
Israel,2020,4.659585565132575
Israel,2021,4.929693531053222
Israel,2022,5.149976061224386
Israel,2023,5.326090696007102
Israel,2024,5.4655093042163605
Israel,2025,5.573656133909632
Israel,2026,5.654308825983441
Israel,2027,5.71114634724925
Israel,2028,5.748558168877911
Israel,2029,5.771411536262271
Israel,2030,5.784329846237656
Italy,2020,14.544289914653291
Italy,2021,13.793086296957231
Italy,2022,13.087458240311417
Italy,2023,12.478246616625556
Italy,2024,11.991681289501798
Italy,2025,11.6309433112573
Italy,2026,11.382215755777692
Italy,2027,11.222565206849586
Italy,2028,11.127116135920073
Italy,2029,11.073945324816828
Italy,2030,11.046340903767446
Jamaica,2020,8.786197952004816
Jamaica,2021,8.4768426428967
Jamaica,2022,8.332386407943648
Jamaica,2023,8.317290544877409
Jamaica,2024,8.382602890570714
Jamaica,2025,8.48195288923098
Jamaica,2026,8.581622176900133
Jamaica,2027,8.663328013713885
Jamaica,2028,8.721564460946581
Jamaica,2029,8.758638862454093
Jamaica,2030,8.780021990606626
Japan,2020,7.043288925310431
Japan,2021,6.7790978352087
Japan,2022,6.442221381871492
Japan,2023,6.09469229602774
Japan,2024,5.783267264324049
Japan,2025,5.533508496439545
Japan,2026,5.351471826865492
Japan,2027,5.229821921993736
Japan,2028,5.154873713105711
Japan,2029,5.112151095557781
Japan,2030,5.089564583647927
Jordan,2020,6.244543168408704
Jordan,2021,6.016067802343144
Jordan,2022,5.605633307624153
Jordan,2023,5.118393172248723
Jordan,2024,4.6462765655503215
Jordan,2025,4.248784227161541
Jordan,2026,3.9498538619385073
Jordan,2027,3.7460569636554726
Jordan,2028,3.6189765599122365
Jordan,2029,3.54607677917923
Jordan,2030,3.507452246570251
Kazakhstan,2020,1.88664610446115
Kazakhstan,2021,1.8018560435127065
Kazakhstan,2022,1.735684215024502
Kazakhstan,2023,1.7043368111277228
Kazakhstan,2024,1.7073999194144993
Kazakhstan,2025,1.7337810184369635
Kazakhstan,2026,1.7696101890416904
Kazakhstan,2027,1.8039888831476945
Kazakhstan,2028,1.8311369546988299
Kazakhstan,2029,1.8497301565959325
Kazakhstan,2030,1.8610541965887382
Kenya,2020,73.55845987171979
Kenya,2021,74.42685097564053
Kenya,2022,75.24536967343008
Kenya,2023,75.90696861605696
Kenya,2024,76.3753314489558
Kenya,2025,76.66769875752422
Kenya,2026,76.82803067119602
Kenya,2027,76.90393886677339
Kenya,2028,76.93352313676769
Kenya,2029,76.94162045205886
Kenya,2030,76.94175260409821
Kiribati,2020,41.42286250492576
Kiribati,2021,41.89370855061591
Kiribati,2022,42.65249818565258
Kiribati,2023,43.52625417166712
Kiribati,2024,44.364736493722205
Kiribati,2025,45.06993516328888
Kiribati,2026,45.601853329453604
Kiribati,2027,45.96622911717828
Kiribati,2028,46.19466058090576
Kiribati,2029,46.32638411706254
Kiribati,2030,46.39649905998335
Kosovo,2020,22.598801801217004
Kosovo,2021,22.615309891843854
Kosovo,2022,22.620703899451062
Kosovo,2023,22.622218267917813
Kosovo,2024,22.622583746680267
Kosovo,2025,22.622659432493634
Kosovo,2026,22.622672815951855
Kosovo,2027,22.622674816824606
Kosovo,2028,22.62267506474479
Kosovo,2029,22.622675089084126
Kosovo,2030,22.622675090738184
Kuwait,2020,0.015
Kuwait,2021,0.015
Kuwait,2022,0.015
Kuwait,2023,0.015
Kuwait,2024,0.015
Kuwait,2025,0.015
Kuwait,2026,0.015
Kuwait,2027,0.015
Kuwait,2028,0.015
Kuwait,2029,0.015
Kuwait,2030,0.015
Kyrgyzstan,2020,24.245444078724876
Kyrgyzstan,2021,24.892716544909206
Kyrgyzstan,2022,25.531101737811575
Kyrgyzstan,2023,26.091951006187962
Kyrgyzstan,2024,26.539949353937036
Kyrgyzstan,2025,26.869139045799812
Kyrgyzstan,2026,27.093240969240128
Kyrgyzstan,2027,27.235212620661247
Kyrgyzstan,2028,27.319139816181185
Kyrgyzstan,2029,27.36551086680102
Kyrgyzstan,2030,27.389477295873693
Laos,2020,54.29451124607246
Laos,2021,56.47682527334162
Laos,2022,58.681722605040754
Laos,2023,60.6522989422183
Laos,2024,62.24346630197581
Laos,2025,63.417814879405086
Laos,2026,64.21561468089152
Laos,2027,64.71678877933407
Laos,2028,65.00881883481918
Laos,2029,65.16700069519896
Laos,2030,65.24677394326669
Latvia,2020,40.08766528589013
Latvia,2021,39.598520701970564
Latvia,2022,39.10766180963671
Latvia,2023,38.65592597107842
Latvia,2024,38.27303793432208
Latvia,2025,37.97375255344291
Latvia,2026,37.757856183434306
Latvia,2027,37.61400605691529
Latvia,2028,37.52538947744147
Latvia,2029,37.4748605703407
Latvia,2030,37.44816280756454
Lebanon,2020,4.850813333268913
Lebanon,2021,5.135400626437056
Lebanon,2022,5.33312002273457
Lebanon,2023,5.434093005527776
Lebanon,2024,5.456215907743723
Lebanon,2025,5.429635598148848
Lebanon,2026,5.3830649926345835
Lebanon,2027,5.336344339446498
Lebanon,2028,5.299237007520958
Lebanon,2029,5.2739591133552075
Lebanon,2030,5.258694908377207
Lesotho,2020,41.641675843990214
Lesotho,2021,42.840388896461434
Lesotho,2022,44.221987057205695
Lesotho,2023,45.608731449589335
Lesotho,2024,46.85056646206783
Lesotho,2025,47.85565664602504
Lesotho,2026,48.59683006534494
Lesotho,2027,49.09756573883939
Lesotho,2028,49.40875257352495
Lesotho,2029,49.58718990790648
Lesotho,2030,49.681821686835995
Liberia,2020,88.11754000475423
Liberia,2021,88.87617003273083
Liberia,2022,89.30838773369145
Liberia,2023,89.44283002679292
Liberia,2024,89.36368878956937
Liberia,2025,89.17154571844958
Liberia,2026,88.95146014775759
Liberia,2027,88.75730207332829
Liberia,2028,88.61175520978423
Liberia,2029,88.51548413537053
Liberia,2030,88.45823576478999
Libya,2020,2.8519395501797677
Libya,2021,2.7959064621847647
Libya,2022,2.722456427295038
Libya,2023,2.649904436358891
Libya,2024,2.5900325005504543
Libya,2025,2.5470602663784443
Libya,2026,2.5196885071080124
Libya,2027,2.5040369260632973
Libya,2028,2.4959464912532083
Libya,2029,2.492150208189748
Libya,2030,2.490529588438525
Lithuania,2020,28.787991624674845
Lithuania,2021,27.60818155737943
Lithuania,2022,26.384059481432445
Lithuania,2023,25.262727003132753
Lithuania,2024,24.33660970213874
Lithuania,2025,23.638966030805594
Lithuania,2026,23.156233043362352
Lithuania,2027,22.847979904238617
Lithuania,2028,22.665742683824778
Lithuania,2029,22.56576452185281
Lithuania,2030,22.514777512687676
Luxembourg,2020,11.304288522811701
Luxembourg,2021,10.471952386550115
Luxembourg,2022,9.532644191689382
Luxembourg,2023,8.642793477411212
Luxembourg,2024,7.899277466688021
Luxembourg,2025,7.33870570607102
Luxembourg,2026,6.952583072322976
Luxembourg,2027,6.707785610311686
Luxembourg,2028,6.564253283359884
Luxembourg,2029,6.486172462342714
Luxembourg,2030,6.446676364766113
Macao,2020,4.0499615432888865
Macao,2021,3.847758429225018
Macao,2022,3.6888728426078394
Macao,2023,3.5706574752802718
Macao,2024,3.4871465690325008
Macao,2025,3.4310817356534526
Macao,2026,3.395328881116078
Macao,2027,3.3737028420417463
Macao,2028,3.361320120965206
Macao,2029,3.3546234495692633
Macao,2030,3.3512103159596727
Madagascar,2020,85.38959840100824
Madagascar,2021,85.84449451389605
Madagascar,2022,85.92103357710131
Madagascar,2023,85.72910305380682
Madagascar,2024,85.40170859446197
Madagascar,2025,85.05084581872524
Madagascar,2026,84.74682954604424
Madagascar,2027,84.5185595393113
Madagascar,2028,84.36558600616551
Madagascar,2029,84.27266864112507
Madagascar,2030,84.22104692672637
Malawi,2020,77.4374198594019
Malawi,2021,77.7418373119065
Malawi,2022,78.2123796023211
Malawi,2023,78.74769406502597
Malawi,2024,79.25779476614352
Malawi,2025,79.68410573907501
Malawi,2026,80.00357185395828
Malawi,2027,80.220929253064
Malawi,2028,80.35625038565485
Malawi,2029,80.43374470991262
Malawi,2030,80.474716723559
Malaysia,2020,5.516537325416103
Malaysia,2021,5.375145384981298
Malaysia,2022,5.133098544544334
Malaysia,2023,4.855364773857752
Malaysia,2024,4.594418594728998
Malaysia,2025,4.381352541026126
Malaysia,2026,4.226152431717831
Malaysia,2027,4.123874097468846
Malaysia,2028,4.062372163829205
Malaysia,2029,4.02843713157246
Malaysia,2030,4.011187783280442
Maldives,2020,1.238094376933423
Maldives,2021,1.2820381190208423
Maldives,2022,1.342993067479994
Maldives,2023,1.4109820047566037
Maldives,2024,1.476107198199389
Maldives,2025,1.5313129626209672
Maldives,2026,1.5734191193431297
Maldives,2027,1.602612238586564
Maldives,2028,1.6211367209888743
Maldives,2029,1.6319463771045688
Maldives,2030,1.6377671689402529
Mali,2020,76.34020372455515
Mali,2021,76.70972561177764
Mali,2022,77.29559110199042
Mali,2023,77.94968920687906
Mali,2024,78.55399099940514
Mali,2025,79.04127871312538
Mali,2026,79.39283540021582
Mali,2027,79.62289734246478
Mali,2028,79.76062372230102
Mali,2029,79.83647492831358
Mali,2030,79.87505817657672
Malta,2020,5.528993134168372
Malta,2021,4.914150762279678
Malta,2022,4.285067658811062
Malta,2023,3.718610929648717
Malta,2024,3.2589969085557557
Malta,2025,2.918690647233012
Malta,2026,2.687016400637621
Malta,2027,2.541291362771311
Malta,2028,2.4563187316006023
Malta,2029,2.410279489983026
Malta,2030,2.3870619214893103
Marshall Islands,2020,12.411645430759707
Marshall Islands,2021,12.846336500261625
Marshall Islands,2022,13.321172074315617
Marshall Islands,2023,13.78610538347632
Marshall Islands,2024,14.198593303856857
Marshall Islands,2025,14.532565831523254
Marshall Islands,2026,14.780564974352709
Marshall Islands,2027,14.950072949306124
Marshall Islands,2028,15.057001360809336
Marshall Islands,2029,15.119381900594181
Marshall Islands,2030,15.153091739452199
Mauritania,2020,30.361598683136627
Mauritania,2021,31.187148254447422
Mauritania,2022,32.06505502447476
Mauritania,2023,32.88801206700665
Mauritania,2024,33.582903807911386
Mauritania,2025,34.11768792704282
Mauritania,2026,34.49547878311386
Mauritania,2027,34.74159755816366
Mauritania,2028,34.88992964140055
Mauritania,2029,34.9728202107037
Mauritania,2030,35.015841099284806
Mauritius,2020,11.181113859045128
Mauritius,2021,11.76069224982147
Mauritius,2022,12.377542209138134
Mauritius,2023,12.957860973597054
Mauritius,2024,13.449512035720554
Mauritius,2025,13.828707221581901
Mauritius,2026,14.09680411491622
Mauritius,2027,14.271381265783173
Mauritius,2028,14.376432896133423
Mauritius,2029,14.43499378225085
Mauritius,2030,14.46529157466799
Mexico,2020,10.372441179822069
Mexico,2021,10.478455772348857
Mexico,2022,10.527063043267782
Mexico,2023,10.531386956991641
Mexico,2024,10.509106129773741
Mexico,2025,10.47647141279059
Mexico,2026,10.444770969565068
Mexico,2027,10.419652182905834
Mexico,2028,10.402393680154118
Mexico,2029,10.391832136148423
Mexico,2030,10.385992196511152
Micronesia (country),2020,1.8744255594735908
Micronesia (country),2021,1.9334778322038952
Micronesia (country),2022,1.938692104517518
Micronesia (country),2023,1.8965922050537396
Micronesia (country),2024,1.8245381085216543
Micronesia (country),2025,1.7425906131523439
Micronesia (country),2026,1.6668406227191164
Micronesia (country),2027,1.6063258066172017
Micronesia (country),2028,1.5633769881422395
Micronesia (country),2029,1.5358873744261812
Micronesia (country),2030,1.5198734727957979
Moldova,2020,21.692145583534597
Moldova,2021,20.29666884441896
Moldova,2022,18.88444926209958
Moldova,2023,17.580375836022714
Moldova,2024,16.479599753978473
Moldova,2025,15.62799358747876
Moldova,2026,15.022430984009736
Moldova,2027,14.625575286686916
Moldova,2028,14.38530390600132
Moldova,2029,14.250636253018095
Moldova,2030,14.180640364284578
Mongolia,2020,3.3628940169688564
Mongolia,2021,3.4033697909813476
Mongolia,2022,3.4924339447393473
Mongolia,2023,3.6209070733426287
Mongolia,2024,3.7660323112142677
Mongolia,2025,3.9036358101098347
Mongolia,2026,4.017073584325202
Mongolia,2027,4.100070758551055
Mongolia,2028,4.154679598391078
Mongolia,2029,4.187282027071913
Mongolia,2030,4.2050566523886275
Montenegro,2020,41.108054352116014
Montenegro,2021,41.87416310710286
Montenegro,2022,42.64731966290428
Montenegro,2023,43.25631826720652
Montenegro,2024,43.65398120637241
Montenegro,2025,43.874914171598725
Montenegro,2026,43.980769441299245
Montenegro,2027,44.02485247993811
Montenegro,2028,44.04088753366334
Montenegro,2029,44.0459987808225
Montenegro,2030,44.04742973810454
Morocco,2020,11.418190730334825
Morocco,2021,11.767838353604267
Morocco,2022,12.156554733982267
Morocco,2023,12.53416567953413
Morocco,2024,12.86136202679992
Morocco,2025,13.117463677505075
Morocco,2026,13.300067500924046
Morocco,2027,13.41937501987106
Morocco,2028,13.49111485026617
Morocco,2029,13.530943543899266
Morocco,2030,13.551410730341264
Mozambique,2020,82.11526639686801
Mozambique,2021,83.75368525250065
Mozambique,2022,85.20745009272544
Mozambique,2023,86.32103569682604
Mozambique,2024,87.06531907104089
Mozambique,2025,87.49755740882729
Mozambique,2026,87.7105759436504
Mozambique,2027,87.79352718408445
Mozambique,2028,87.81233414944059
Mozambique,2029,87.80669636066705
Mozambique,2030,87.79600375720527
Myanmar,2020,70.10173568151097
Myanmar,2021,71.42713570867433
Myanmar,2022,72.75346285943604
Myanmar,2023,73.9311958107738
Myanmar,2024,74.88045422795152
Myanmar,2025,75.58290825145276
Myanmar,2026,76.06316981403975
Myanmar,2027,76.36765376252607
Myanmar,2028,76.54706989496961
Myanmar,2029,76.64547123637266
Myanmar,2030,76.69575259693482
Namibia,2020,31.52245500359897
Namibia,2021,31.967719763120243
Namibia,2022,32.28461337973014
Namibia,2023,32.46798116423325
Namibia,2024,32.542894534590246
Namibia,2025,32.54744416872376
Namibia,2026,32.51763639411576
Namibia,2027,32.47907448195708
Namibia,2028,32.445500119239064
Namibia,2029,32.42154353648929
Namibia,2030,32.40667676643162
Nauru,2020,0.9406835853465549
Nauru,2021,0.9337319350376887
Nauru,2022,0.8602887933534868
Nauru,2023,0.7490091153994245
Nauru,2024,0.6289834019883913
Nauru,2025,0.5216837538808612
Nauru,2026,0.4380268705755957
Nauru,2027,0.37977708925403464
Nauru,2028,0.34307443494188944
Nauru,2029,0.321975905413981
Nauru,2030,0.3108503854777141
Nepal,2020,77.022444547035
Nepal,2021,78.05771813727553
Nepal,2022,79.41144544730825
Nepal,2023,80.82277912550182
Nepal,2024,82.08982440588362
Nepal,2025,83.10126923048806
Nepal,2026,83.83127400878247
Nepal,2027,84.31237550418031
Nepal,2028,84.60374471125675
Nepal,2029,84.76661354253069
Nepal,2030,84.8509017439825
Netherlands,2020,6.255780198996415
Netherlands,2021,5.982407036490217
Netherlands,2022,5.635042608688929
Netherlands,2023,5.268758985197165
Netherlands,2024,4.930782003865447
Netherlands,2025,4.651355219454471
Netherlands,2026,4.4417197116307054
Netherlands,2027,4.297907703535638
Netherlands,2028,4.207244162870497
Netherlands,2029,4.15453409663957
Netherlands,2030,4.126201439047535
New Zealand,2020,30.245119985016032
New Zealand,2021,30.10901328166312
New Zealand,2022,30.026395313857524
New Zealand,2023,29.992368801176607
New Zealand,2024,29.993057630555107
New Zealand,2025,30.01228046641831
New Zealand,2026,30.036822899292332
New Zealand,2027,30.058698246404028
New Zealand,2028,30.07476127924382
New Zealand,2029,30.085013425866837
New Zealand,2030,30.090842834521993
Nicaragua,2020,51.865789042306055
Nicaragua,2021,52.55899934738252
Nicaragua,2022,53.13175417465226
Nicaragua,2023,53.539409421208
Nicaragua,2024,53.78765121155886
Nicaragua,2025,53.91228100642569
Nicaragua,2026,53.957664184665525
Nicaragua,2027,53.961812825240095
Nicaragua,2028,53.95025819890779
Nicaragua,2029,53.93658103145143
Nicaragua,2030,53.92603299664535
Niger,2020,83.20349052349994
Niger,2021,83.44031157529409
Niger,2022,83.56476436989439
Niger,2023,83.63876246760489
Niger,2024,83.69790557612349
Niger,2025,83.754711330197
Niger,2026,83.80843173337504
Niger,2027,83.85438775514419
Niger,2028,83.88939118239097
Niger,2029,83.91322701307868
Niger,2030,83.92784959917842
Nigeria,2020,83.03709518916412
Nigeria,2021,83.29352714583014
Nigeria,2022,83.54687838958407
Nigeria,2023,83.79712796770342
Nigeria,2024,84.03370275781946
Nigeria,2025,84.24167342269897
Nigeria,2026,84.40948079347793
Nigeria,2027,84.53328540343237
Nigeria,2028,84.61683777400181
Nigeria,2029,84.66852171867478
Nigeria,2030,84.69789746793009
North Macedonia,2020,19.81690727258984
North Macedonia,2021,19.460065203377958
North Macedonia,2022,19.214579265207046
North Macedonia,2023,19.06436478237218
North Macedonia,2024,18.98170110373623
North Macedonia,2025,18.940091837414748
North Macedonia,2026,18.92026866218989
North Macedonia,2027,18.910763531438267
North Macedonia,2028,18.905835957549304
North Macedonia,2029,18.90301218569761
North Macedonia,2030,18.901312094548125
Norway,2020,61.08910380607024
Norway,2021,60.96177693131023
Norway,2022,60.68414342806935
Norway,2023,60.339718258985755
Norway,2024,60.00071870907562
Norway,2025,59.713877948208925
Norway,2026,59.49831065103507
Norway,2027,59.351997194382236
Norway,2028,59.2614211095499
Norway,2029,59.20995513427038
Norway,2030,59.18299680579022
Oman,2020,0.0
Oman,2021,0.0
Oman,2022,0.0
Oman,2023,0.0
Oman,2024,0.0
Oman,2025,0.0
Oman,2026,0.0
Oman,2027,0.0
Oman,2028,0.0
Oman,2029,0.0
Oman,2030,0.0
Pakistan,2020,43.3980493607244
Pakistan,2021,43.88426281175656
Pakistan,2022,44.528519445339995
Pakistan,2023,45.194918698747
Pakistan,2024,45.78368341969026
Pakistan,2025,46.24418746831415
Pakistan,2026,46.5689099730986
Pakistan,2027,46.77755211120652
Pakistan,2028,46.90054155460237
Pakistan,2029,46.967366442924444
Pakistan,2030,47.00094541990538
Palau,2020,0.26824416474538726
Palau,2021,0.2768204277435154
Palau,2022,0.26851855777360484
Palau,2023,0.24825880190898353
Palau,2024,0.2223659043712194
Palau,2025,0.196515392200795
Palau,2026,0.1744784922732653
Palau,2027,0.15786248638191616
Palau,2028,0.14658217652946604
Palau,2029,0.13961560120890315
Palau,2030,0.13567576043845536
Palestine,2020,13.956345086691083
Palestine,2021,14.513105310537222
Palestine,2022,14.955712167978897
Palestine,2023,15.281841471033221
Palestine,2024,15.505329893811151
Palestine,2025,15.648031338657885
Palestine,2026,15.733008850721573
Palestine,2027,15.780213316236782
Palestine,2028,15.804667142248151
Palestine,2029,15.816473026702358
Palestine,2030,15.821779223800364
Panama,2020,24.857479796711843
Panama,2021,24.942953212612238
Panama,2022,24.89521330634296
Panama,2023,24.770657664023762
Panama,2024,24.620264515327563
Panama,2025,24.4798414975452
Panama,2026,24.36781376678233
Panama,2027,24.28852454988855
Panama,2028,24.237816994196635
Panama,2029,24.208209341049297
Panama,2030,24.19232364877808
Papua New Guinea,2020,54.19341402949862
Papua New Guinea,2021,54.672965942711436
Papua New Guinea,2022,55.31295750616793
Papua New Guinea,2023,55.996724735012656
Papua New Guinea,2024,56.62530037410814
Papua New Guinea,2025,57.138455017393404
Papua New Guinea,2026,57.51686008996164
Papua New Guinea,2027,57.77150649909219
Papua New Guinea,2028,57.92893477857645
Papua New Guinea,2029,58.01875282635141
Papua New Guinea,2030,58.066195376918365
Paraguay,2020,60.54782603002002
Paraguay,2021,61.15150250847352
Paraguay,2022,61.85893143100587
Paraguay,2023,62.56374188600637
Paraguay,2024,63.184411736273645
Paraguay,2025,63.676867371095376
Paraguay,2026,64.03278683092914
Paraguay,2027,64.26873105371706
Paraguay,2028,64.41285971736914
Paraguay,2029,64.49425304871993
Paraguay,2030,64.53684769138685
Peru,2020,29.415818770452148
Peru,2021,30.263332394112588
Peru,2022,31.065836735988633
Peru,2023,31.753840526945666
Peru,2024,32.29394570744647
Peru,2025,32.68487866154951
Peru,2026,32.94694348618991
Peru,2027,33.11014154700474
Peru,2028,33.20475099780809
Peru,2029,33.255884886679
Peru,2030,33.281677195313506
Philippines,2020,27.502130939306653
Philippines,2021,27.991316043238363
Philippines,2022,28.66246598085526
Philippines,2023,29.370687819559116
Philippines,2024,30.00748921652204
Philippines,2025,30.514649614748993
Philippines,2026,30.879297589809514
Philippines,2027,31.118581547725437
Philippines,2028,31.26286815667911
Philippines,2029,31.34318211066974
Philippines,2030,31.38458155880495
Poland,2020,10.423187025573801
Poland,2021,10.154645092510162
Poland,2022,9.895597919708178
Poland,2023,9.655911333911599
Poland,2024,9.446524795292438
Poland,2025,9.275697786416677
Poland,2026,9.146342557962233
Poland,2027,9.055691479818968
Poland,2028,8.996954358997568
Poland,2029,8.961761904721772
Poland,2030,8.942251986102539
Portugal,2020,26.42143695125033
Portugal,2021,25.99499825165704
Portugal,2022,25.62116196289513
Portugal,2023,25.308402134973996
Portugal,2024,25.059839366316798
Portugal,2025,24.87324217668015
Portugal,2026,24.74158733975505
Portugal,2027,24.6546151987542
Portugal,2028,24.600959613152195
Portugal,2029,24.570095801354885
Portugal,2030,24.553557081518875
Puerto Rico,2020,1.3382020702029505
Puerto Rico,2021,1.205808401490427
Puerto Rico,2022,1.1037971905240729
Puerto Rico,2023,1.0355628768388399
Puerto Rico,2024,0.996488294754403
Puerto Rico,2025,0.9782579601272058
Puerto Rico,2026,0.9724731688142546
Puerto Rico,2027,0.9726827351082028
Puerto Rico,2028,0.9748961894015348
Puerto Rico,2029,0.9771575474221945
Puerto Rico,2030,0.9788017311099374
Qatar,2020,0.09
Qatar,2021,0.09
Qatar,2022,0.09
Qatar,2023,0.09
Qatar,2024,0.09
Qatar,2025,0.09
Qatar,2026,0.09
Qatar,2027,0.09
Qatar,2028,0.09
Qatar,2029,0.09
Qatar,2030,0.09
Romania,2020,22.021625261453302
Romania,2021,21.493011926612596
Romania,2022,21.046941190119146
Romania,2023,20.70741368229698
Romania,2024,20.472084007206597
Romania,2025,20.322641877222463
Romania,2026,20.235333016776494
Romania,2027,20.18827188624447
Romania,2028,20.164823052480507
Romania,2029,20.154009281442423
Romania,2030,20.14939040019734
Russia,2020,3.204333506429344
Russia,2021,3.244363946679121
Russia,2022,3.2899622727564743
Russia,2023,3.331176104490564
Russia,2024,3.362723002298494
Russia,2025,3.3837580350629493
Russia,2026,3.3961452715953944
Russia,2027,3.402626204849373
Russia,2028,3.405638983378285
Russia,2029,3.4068753102361837
Russia,2030,3.407315422529626
Rwanda,2020,85.631581512398
Rwanda,2021,85.88777321973379
Rwanda,2022,86.22208799035427
Rwanda,2023,86.57263513919801
Rwanda,2024,86.89152304074753
Rwanda,2025,87.15111460213754
Rwanda,2026,87.34319203751015
Rwanda,2027,87.47352361506601
Rwanda,2028,87.55506490524115
Rwanda,2029,87.60226994361153
Rwanda,2030,87.62761562550195
Saint Kitts and Nevis,2020,4.06047444792798
Saint Kitts and Nevis,2021,5.1023451908815165
Saint Kitts and Nevis,2022,6.145478542347577
Saint Kitts and Nevis,2023,7.083490709047654
Saint Kitts and Nevis,2024,7.849659455361566
Saint Kitts and Nevis,2025,8.422514803824688
Saint Kitts and Nevis,2026,8.81672489786782
Saint Kitts and Nevis,2027,9.067373804111341
Saint Kitts and Nevis,2028,9.215045858246757
Saint Kitts and Nevis,2029,9.295833854353978
Saint Kitts and Nevis,2030,9.33693995411736
Saint Lucia,2020,11.981052399615363
Saint Lucia,2021,12.59464705595283
Saint Lucia,2022,13.271390166247661
Saint Lucia,2023,13.927822492039063
Saint Lucia,2024,14.498484338692903
Saint Lucia,2025,14.948203913482182
Saint Lucia,2026,15.271911731204812
Saint Lucia,2027,15.485860621771948
Saint Lucia,2028,15.616204381610636
Saint Lucia,2029,15.689614455709354
Saint Lucia,2030,15.727921288623163
Saint Vincent and the Grenadines,2020,5.3844924737994395
Saint Vincent and the Grenadines,2021,5.575272651305337
Saint Vincent and the Grenadines,2022,5.680923537621482
Saint Vincent and the Grenadines,2023,5.713333767613992
Saint Vincent and the Grenadines,2024,5.697350043518664
Saint Vincent and the Grenadines,2025,5.658732978635774
Saint Vincent and the Grenadines,2026,5.616646662490342
Saint Vincent and the Grenadines,2027,5.581530009270631
Saint Vincent and the Grenadines,2028,5.556671229827238
Saint Vincent and the Grenadines,2029,5.541145525593794
Saint Vincent and the Grenadines,2030,5.532422374173276
Samoa,2020,38.22878836137294
Samoa,2021,39.34574518251227
Samoa,2022,40.48752367777982
Samoa,2023,41.517402802173564
